alpha tmin tmax
-2.173297319889991 186632432.0069401 69802869559.31982
-1.6394708636307183 205787448.74930933 32583163111.10901
-2.2875466328328056 236939024.33848745 72892148634.95792
-1.8682445906713214 256494450.2296011 28166287263.774467
-1.8249725439211144 244570312.43066394 40440665701.8092
-2.141137554967154 263656261.5550471 47148678976.82674
-2.2275144063941976 255879612.94904608 65406887321.38742
-1.6242423071175662 116618646.60685693 71537820102.81512
-2.1890963761642874 261087905.13802534 52405903347.871185
-1.6003817758158472 103305748.95239991 48826243113.05313
-2.025409811660248 263090135.8455354 48301940054.234604
-1.6271630672845714 166215595.00661242 6664869866.1633835
-2.0529997737509 158907937.2946528 53310085067.75156
-2.2671081219805567 245700429.3097783 83087532232.95671
-1.6180523828497377 130189743.70191492 88612386709.9017
-1.6470677073920585 170261720.9642797 83095283171.93402
-2.241945646132831 253188273.74101475 55143852046.20872
-1.5833120049872305 120469222.06270677 67528272001.91053
-1.9876739697704304 150668238.32331347 73981669514.26299
-2.0939322193802923 262677867.182333 66592925405.05417
-1.8031380236412982 236828255.5024609 53193799135.92614
-1.657174573183224 115616874.50160559 73689213004.3553
-2.0014003968494265 152439715.31914824 62719748341.63086
-1.7084625879198674 200038177.25761104 97472167481.83267
-2.2414877468805128 251496838.68995228 81668935679.31549
-1.224850957707893 125574962.31587851 8550448173.020659
-1.9195525975095071 136909973.93438458 71606709293.65617
-2.278295422630533 233605724.39803222 93114798687.4811
-2.2312848428587295 205239130.09573632 85519130974.85129
-1.9470726842993413 139850551.53466293 37481491142.54335
-1.7998421212247293 232249583.90697843 66764450413.76288
-2.2881474580404104 236797638.6338247 48900607866.98122
-1.6478069920051066 163978323.34789518 99426509251.14906
-2.252408105885456 209921938.98082185 42136076475.202866
-1.9638573136164803 259244465.69306004 40842654159.02283
-2.2649637011318635 214877466.43455586 46983787160.96403
-1.6282818315284224 165862054.4597012 71711404639.41846
-1.9133904551808523 135614642.62373865 72382355892.7569
-2.219783525730134 200671914.7938243 52217740769.56018
-1.6157898389927963 137928852.83744383 89106066071.94505
-1.3931639624416485 190368885.9247333 8804857336.267666
-1.9701236015505794 148689384.85916978 92765412907.59337
-1.6351736838395867 160335053.75052446 88901076990.72006
-1.59629559004018 148236557.38211375 67532538263.476654
-1.7899907658472394 243620331.4874982 31103223468.035625
-1.6213120773559528 157946528.5288575 76467402825.09943
-2.308707833079207 247598805.4047342 14229547696.560865
-2.0610602632364543 261285789.95339403 97964008493.23956
-1.5930675195964643 176021129.32539305 42489133030.320694
-2.2600689572531953 215772234.72409156 73656980498.33109
-1.5892873188657382 135146847.7296192 74955418459.24438
-1.6362057392120741 244590927.74983063 14187588314.629616
-1.5974966962086987 164369665.93090355 55184721843.032234
-2.176063226008841 260802695.91211954 47304582481.03332
-2.2679005529616445 248236012.7110837 32560047586.71306
-1.7431674106183217 116988623.73738866 97087215101.66551
-1.7001657296421215 104451153.61803949 35837654931.64417
-2.2665963294977507 226528402.1668964 99674469407.17216
-2.1749341078150604 258209640.52567095 83480694421.17366
-1.698355599652713 248902696.68259078 10205912409.825043
-1.6132145396456243 135028154.54683903 87545028199.19765
-1.9494464275245278 253723403.57485718 66424707622.95877
-2.2461527358707345 253546597.45555317 32978106146.181267
-1.5616757005904218 130452566.79709671 52367574308.338646
-1.642987229352163 177691184.3142081 62525901046.7132
-1.4882423756295227 105039350.87934473 30444588451.040615
-2.0976527839898456 171773912.43626148 58033766780.21747
-1.276563564407466 64284456.18601036 16580000145.961601
-1.5787829729148848 123988761.50716516 65056165324.00972
-2.059322743490618 268521309.4363751 11473518499.926853
-2.1974674633846947 256521966.77239773 93158573137.32564
-1.52601847308508 162536360.35133642 28866213257.096283
-1.4291257225866678 200212889.4175029 9304214470.846981
-2.157640117300512 258044804.01803288 95224156910.52531
-1.9099621245157952 132013795.60085794 31422261548.017906
-1.7732824343838995 109034754.71585703 26908918362.485218
-2.2635708184950825 224842090.9031469 92789482189.4054
-2.2582272505125007 214850443.76128024 60968823586.440475
-1.5425615466976537 140420845.85574684 40242557708.510994
-1.859266408207655 129661085.26275666 62633235289.81083
-1.912167685795018 249374024.5411285 86897049965.41895
-1.1445433372093856 53744151.613255285 9656619536.314255
-1.6760980030970656 201529738.3284954 48344916431.34449
-2.186264817690976 189404092.4509324 32953257641.146976
-2.1209219974082325 178578899.01252213 93995701910.2422
-2.046849906513569 262058673.87835112 62772095776.79172
-2.268953847160979 231721046.56310904 96292434320.16554
-2.118698780863829 177199122.019169 58817528363.84364
-1.6734892590637278 179767226.11084324 92365636942.75821
-2.1765913684113736 258053318.99752098 68619748704.070045
-1.590841946050816 100811349.32349554 43074369051.72693
-1.8762905181703835 245418260.65554854 76451596310.32047
-1.6116070173145873 166556025.94501248 6695817055.3194685
-2.281321227075474 241122178.21527842 41898577300.90651
-2.1137403598029616 170964572.71940342 21263783186.98437
-1.718466715674451 115466456.06026326 79528488490.86816
-1.5617600503648101 149054962.86140686 44996717059.823456
-1.5861048658850974 123453295.70068353 65076465793.46939
-1.693545832991738 217353052.31379536 36760391181.27205
-2.0580695291893303 266650980.39366615 30500063119.978275
-1.3745441474651723 55928672.42460245 16930345214.207628
-1.8172985991812927 121498594.11684872 37280476241.53645
-1.6145477067294234 122420410.29276249 69769137056.17346
-1.373398995556307 70996314.06759861 18888581879.52368
-1.956745019942551 140527262.2909735 26338851785.54862
-2.120926638488162 261277943.36013648 51593716398.5723
-2.024691796944138 260442304.98268247 53188577736.688614
-2.24339474580387 210897726.054392 80553903663.394
-1.5578292564247982 145491014.11063623 44131985492.78449
-1.5185201905837389 115238181.41300195 35091250321.105865
-2.184264645413404 191538867.50936112 45956647671.83633
-2.0780590047483143 165640970.565748 38755591667.97644
-1.613408480125886 173973715.22312748 49194546129.34879
-1.6261463057733163 87860813.58820471 22034079370.09213
-2.278886262703674 237415030.3581539 48394879049.528244
-1.2944101595768456 147323048.2016347 10659752553.471458
-2.275284682307192 230114394.6700797 35947621313.46387
-1.7642054438702774 116495619.89996204 53828235085.00332
-1.6719797997881005 185653008.67980513 75555357800.70625
-1.3247817550434666 132726866.21133521 7241605117.68099
-2.1687593377910943 185925363.50378147 33237832826.897785
-1.6395699115442997 130258162.82109922 92406738516.4747
-1.8242727375367984 231968672.11802113 92784040528.36345
-1.6345548045064553 154318503.2516146 85436154785.53424
-1.5070222182147506 192176008.27932653 18175105122.377586
-1.6295525887139384 104879738.07707155 44279883472.8105
-1.9342621610047472 248792244.8163563 8017970941.157626
-1.5942237090083764 158256293.8089887 56937368914.48179
-2.023532548294434 157730142.6540838 86081958929.00746
-2.0861452826214473 260243478.22685796 73213386962.87839
-1.6173042725054878 92018641.60363539 27093094856.711872
-1.2658841358609623 120664839.49135362 13686605230.534771
-2.209871606436419 255083333.26199463 73653724597.01668
-2.287566118932769 223874972.30072188 17318156590.268387
-2.1944716632303134 196376114.3395946 66248270186.08053
-1.8979345292362877 248672319.36216334 75382169170.93669
-1.9874238512743758 142983994.67006302 16753005240.664503
-2.1962274141568745 266114350.93699268 19316072524.322952
-2.0114029376398896 155315499.5897313 59748934535.33138
-2.050080990156556 161181467.04410893 96741781013.77127
-2.0135460158966634 156323160.54959747 77689226230.5736
-1.7421166013519493 105758721.67433016 28902080693.31823
-2.268315553414789 243171282.08317477 44760857967.484634
-2.1212495983349027 258586905.0202712 79797951818.3908
-1.6447889348595235 164935373.8116493 82815499125.38808
-1.792359281105127 125099045.07415752 86681055158.21512
-2.084432930509217 161399906.98656377 17205992212.289593
-1.6558756704422262 171726335.24452707 80613461519.26595
-1.7327575198134695 109412115.68062109 48120991261.42096
-2.107125414029828 166542904.1503931 15186908775.667675
-2.258011281980043 207013825.15498918 15059994678.372364
-1.6334593699665292 142664091.9094587 90632716463.452
-1.5396729038386037 177250676.1841759 25881485693.3697
-2.1848752318136757 194611292.8360021 82438492454.47353
-1.8211004577886396 129036418.82672934 99068778196.02742
-2.1806386278713474 192645976.92495355 63700022261.52158
-2.0555711646593036 266796391.1047174 27900201323.03593
-1.6231771161897854 146998824.72618786 78615818911.01648
-1.5990759026383938 121041624.75797105 63437675460.83078
-1.8681131691044208 131575060.16796191 68480108825.16694
-2.0784028883050154 259914727.19692156 75176451901.12242
-1.6577973481052461 128810408.49508326 99757284149.70232
-1.617523818905391 120249905.30759947 65489528717.358086
-2.255957198690955 244475257.7690754 66677194193.427155
-2.138948503634288 182885327.74681494 70058748090.01392
-1.9434160677547911 144466191.55716962 70709455021.78911
-1.8947247982387503 252490329.8930427 44421902070.31047
-2.2099858129933154 197424763.74106038 28366921272.065002
-1.6056844603637692 203359554.93605393 26394648321.819267
-1.5167740753256702 117316207.65431356 34058912582.299644
-2.138560527502352 182471827.49718347 57866505026.085815
-2.2631974955424776 241965799.0724879 74107842016.0876
-2.2532039477415586 245683132.5929725 54235618450.81504
-1.624025639688374 159392021.32924798 71088732512.89667
-1.6440112563250695 88209228.08890165 19134059039.47608
-2.195005363638389 186530644.82818758 14656554698.964527
-1.5742164497853226 123058168.62159705 56831612619.74851
-1.4713181188707285 106585561.09853768 28207260576.41822
-2.1255427075318867 264956548.54836568 28568943905.72735
-2.2175069874578295 201033934.3587191 32385387457.94679
-1.8261209136757648 128779295.6057322 80890183966.26636
-2.1206091075170486 178677256.7293188 54449207368.58486
-2.266552904129268 236654699.03016356 86154029227.40775
-2.257413714115568 227033470.18169975 86682371326.07713
-1.8850256401358148 267092734.7726051 11614164300.846285
-2.1964124169198875 255753499.41139835 57781812723.533516
-1.6951054082674353 113338153.22165391 59927549782.689835
-2.20156566564745 253694029.86859274 99642183969.97519
-2.2292599287585984 207670294.90269384 63642292863.164055
-1.7504988152077114 117183153.4649971 67927217841.56156
-1.589742709035895 143460812.65732625 62297605941.09858
-1.4787650214680852 62068625.03027579 11771177531.290827
-1.6599746630962693 195524308.57494283 45368664487.27406
-2.1298625212359585 181176091.06654632 61598757732.34039
-2.1045898466832575 175430603.0899616 58239872907.2067
-1.7164157417814074 111814227.02769618 54653237833.74286
-2.205346294239801 201381648.9562954 97721900999.55429
-1.9962252735686266 261532374.1933265 32867091005.524532
-2.265399844812676 231431842.7139177 48169826753.993324
-1.9595758440265287 144396858.595632 11427449651.636002
-1.6371896836287436 164516942.7424148 73120038662.42361
-1.443800466484329 201486549.13167205 9436101311.025547
-2.2572634616045937 217387291.04880536 36333067324.973434
-1.9520164895030618 263190061.888776 24551622319.364468
-2.19346398100255 198452402.32568264 90491406372.73865
-2.2448689263652604 261364353.774229 15431822256.923475
-1.828142863001003 128704129.19382931 71952418565.26794
-1.73977173650847 220212050.763451 59197264404.591866
-2.055159425065834 261929578.4315002 50363943033.37785
-1.575909276546336 198971985.05571026 24286883837.341347
-2.164051966632582 254903135.53536862 99067764726.74602
-2.1605386185080566 188559870.3278139 87393900123.71233
-1.5164494855340847 122084126.65729907 33318912744.063404
-1.640316394888878 141817386.55799022 92681705519.83385
-1.4173661851008823 88736930.27528457 23907231134.410107
-2.1087037280005987 190904551.24800932 9661922930.550526
-1.73230026686731 118246522.5716299 91091075110.5109
-1.556311195246932 144146238.21742868 42301731208.606155
-1.727004601535908 117513647.49764724 81956029284.98283
-2.213541486277278 252056930.37409973 83620564889.44351
-1.7690945153064144 225622267.8349233 56660329767.22119
-1.5780892454015596 134890573.67847764 62611777731.33866
-2.0865453853056857 169962452.89783403 40371889935.141
-2.261991629743141 215752500.47960955 24440100013.55
-1.900420391194375 248489130.29683533 67737322550.36777
-1.7192565327602456 216612812.70388004 49495785556.71497
-2.127423509768165 181656477.8795035 73836510311.62265
-1.684047229133315 119366347.60828817 73917868472.66145
-1.6594123802077658 127320944.735739 88677478976.05449
-2.2144451512565277 204295753.66007593 73147712377.90398
-1.9467605527938354 257607103.3044844 33642874734.812153
-1.2206688863702686 41240598.35847085 11999032251.23101
-1.9046623987103435 246885277.48972848 90665325419.5704
-1.8915604558430432 252628530.42491525 8468099426.6182375
-1.646616291958813 105033373.34874816 39632337493.63442
-1.3789477822487617 52425943.49474969 15203794981.939281
-1.9614822108475525 250248492.47902665 97590057425.2857
-2.161662269719845 188704377.80053952 65430802691.97763
-1.6988688987778524 120655638.18986557 84375381042.10098
-1.6781520308865763 206607537.44852492 39744081626.40045
-2.1866172339787973 253239548.2110936 91993986263.04517
-1.6036073230975316 195839120.76266187 29168819965.91635
-1.6583869330619256 177692752.50644866 67126844089.92925
-2.1326273252708945 181116160.56757393 38362575496.58137
-2.2077105917173774 253771787.3854814 52668100898.988396
-1.625413678417716 78931335.38502675 13127697356.116827
-2.175147228651969 257994369.5760162 37607076053.262054
-1.6474818463922456 84281405.58032255 15586529227.177704
-1.7517337408126687 221526168.39867327 58919981446.14751
-1.8954554513722432 134544693.36286336 68006838879.372955
-1.7530094329993622 214865101.0236062 98246753327.31277
-1.1814478184956125 69498542.51226339 10242335492.334816
-2.1202242910172204 260074387.87614813 41832588970.52762
-2.2607846567984993 238231828.29093078 84059945053.48552
-1.3746714257087085 109435421.04304753 19373059393.916004
-2.1992439997401614 254248449.01239833 51397386123.63864
-1.9584593099315961 249792241.4066411 96322448850.43817
-1.7595581720949527 220063444.95111182 69949548997.11148
-1.7774644547033447 124123370.89323077 79626190083.52138
-2.163532643683964 190361707.6638256 70443011614.61436
-1.9106086255113657 139643045.49406058 91421397249.82521
-2.007744104403799 268879855.7102829 17286333319.115013
-2.1281039757501743 182216842.26910138 68471264277.99341
-2.1975566439971996 200357450.28939104 65999236656.163475
-1.279244696470018 94085073.40418534 15562669154.646965
-1.8651696570156033 143943059.35387665 8214765976.904222
-1.9144366038271057 137158044.781672 46963101812.54862
-2.005655464454973 256874078.27722767 50734374569.39616
-1.9723961168808146 150168061.91853422 51820783618.98095
-2.241248841523708 213369294.05352363 72295864497.84955
-1.6786498073369864 115974156.6011139 60182204180.49662
-1.92525105783483 247307968.17773885 97003853208.63757
-2.249845969250845 229420375.93457276 94857751368.89735
-1.5100416592919075 90374632.09570038 26339256586.32555
-1.963583058872819 253976589.57601437 49739725578.46719
-1.832698232425767 235927100.8801489 64941220487.98621
-2.2568992146548403 234494873.28599462 64538260523.28348
-1.8325811697014727 264845778.1356574 15063881666.000494
-2.0281458231872964 157318713.32558647 34966546883.84117
-1.9769272629958947 255067466.92806235 47811519893.00844
-1.8863512994181586 134692012.02888325 78842147203.92563
-1.7071050136840693 110683325.80670896 46782833568.152885
-1.5408962523524714 82562190.51269634 23520232352.45552
-1.4786389289519746 171894900.56044844 19455005831.05632
-1.6353792305272918 172942852.58599824 55612910224.258095
-1.95920836954714 148672664.8260267 59864733708.407135
-1.5858319946635726 192864223.52299103 27947339320.297688
-1.6433383716428926 245124989.1954711 12665477921.45979
-2.072815794107469 169332508.13355717 65114308116.88797
-1.5648274547910461 147707840.32244465 43534132724.74124
-2.2071718761617154 250957137.79251158 84392353679.08195
-2.019905391730794 259091688.89164838 42314454468.05606
-1.6088037164935671 109554141.18299174 50324349588.556625
-1.7475231484521512 219695105.94568208 60649597891.83618
-2.0536484555753605 258207263.62131467 77120398197.83234
-1.9339582376222633 141725473.1324382 42727732539.168434
-1.397272856403582 61683140.582523674 8544626906.173862
-1.3213983189979297 100240183.80079828 16627692820.597757
-1.8231558500157088 252189268.66277245 9291673451.898804
-1.8293079977144515 240518229.90884563 44536354123.629295
-1.9370200451776833 248586241.75684673 81275759904.67241
-1.7292320326492394 208020519.30933633 85865232895.99011
-1.6104769492964393 104398767.91592087 40917841309.12531
-2.0435678964983217 257439725.88808426 73595427498.81314
-1.6475214098323803 114806544.86271739 54614525701.44078
-1.7008581029069496 199217662.9443771 64908595851.79801
-2.1794433445275647 260681439.04005194 24709577476.936142
-1.682371037760217 223338624.90042773 25589684946.25508
-1.9749607677356558 251357530.35669643 77441037838.28766
-2.032866648187688 257563308.43324953 58721817892.78426
-1.341477188571131 108339416.52002294 7146702851.143192
-2.0745210175550746 170731814.91622394 81734143996.64711
-1.6492646315309005 95287576.88004214 10254379712.59958
-1.9915804792237752 257686020.02983454 38593902801.16629
-1.8406811790250401 132389998.4289707 95392720425.6903
-1.7847057859753068 228982610.17524588 50784323624.87146
-1.8825328930579155 242815709.45505893 94646765543.7451
-1.8405431176727747 244276158.13116133 37446181733.98367
-1.817984622285693 231604754.83656505 65714981739.740715
-2.240845356387457 221211576.26004404 96158197845.32152
-1.8631396638641897 243266127.81698892 54936645300.81466
-2.109887448697966 179093659.77946195 68318828697.74291
-1.941805228876064 135494787.3930202 17926880530.140762
-1.7790115179098618 122001741.11888409 54975230020.43186
-2.1573982826652918 233674583.7173812 9500116685.009604
-1.8477978054847037 239895485.83934394 60335936010.43585
-2.1037394569197385 170853005.85917062 19071262510.619804
-1.4961947957396915 198262450.17050457 15991547362.163765
-1.637187289321384 158917251.37461123 73440212584.20467
-1.5553790246647625 215482497.04035696 16662617821.323986
-1.4915380712684052 82547559.16945815 23322262958.970963
-1.6298296458444104 101115817.38295417 32923646730.73034
-2.1567394181832285 188876303.08110237 55981644100.54862
-1.509340804406056 122585565.8626705 31027792236.591305
-2.2463519188563215 219516374.99264598 42135275579.26505
-1.8340652959988732 129821246.77182811 61039452284.9947
-1.6861423677737082 117641588.59525761 61926653377.19042
-1.866367569074683 131462064.24599233 47540547776.85569
-1.6132717591339927 163848867.46202892 54251459112.6455
-1.1970636828312924 48517385.454596154 9612087951.15263
-1.557156710446101 222866154.11805415 8482462490.537082
-1.5259519492153732 139719826.51910958 32581202055.58304
-2.0985146845268434 260065143.6236416 38994228446.56043
-1.769293395614743 225650651.97409582 51453223286.395805
-2.2671799299679933 224951232.1645833 20596008756.71415
-1.5992802409979827 239445656.88587278 12784873338.413689
-1.677592670278254 179947600.54985029 79856633953.66779
-1.6690525947697088 187785390.08976674 58993897900.769966
-2.1162442652084645 203392751.38014513 9241959252.80072
-1.988482418852703 222802407.7385935 7704794247.3261
-1.8844137982699363 134161511.54703957 60760828150.90821
-1.6302539067283819 241190365.21081987 11634645990.170876
-1.9574579191531676 148726085.383902 56048358216.56553
-2.1665073613357606 194438070.8626707 91672657198.53258
-1.6224897737053408 110475575.66498297 48749047675.66297
-1.6766958665549452 120137627.71041514 65866108299.10198
-2.257091957365682 223694926.93274388 26471149464.56498
-1.4828470453381883 144603442.5904305 24612374890.19447
-2.2117727035162718 255717800.0779336 26865524593.24071
-2.071775423955855 163529659.12045676 12362985370.925074
-1.6434197723710575 116205622.1223944 54316573228.24802
-2.1645759658904287 193087914.41886958 65847010839.587906
-1.9110150189365058 250399590.20578742 47253657635.31953
-1.5292238585101519 122813107.03813183 34293217305.84319
-1.963116939201112 150950657.7117079 70629421058.97836
-2.17606439415062 196188424.9254481 56295901007.25599
-1.7100677491980614 224530457.6738193 30149269969.470093
-1.7172977563032998 112719951.99425165 47862958930.09967
-1.6546266954999955 153634589.38003314 90273530858.21082
-1.742196120149909 214496873.46355626 76804708084.6465
-1.6406599683528147 174901746.19724205 53805681268.45494
-1.989149288017594 153480252.7289645 11251937922.130238
-1.7089154394135884 118409229.00315355 65836198215.4142
-2.2479198358304795 217138762.3172077 29166242443.992226
-2.219092214750577 246786546.81347808 90983479695.15097
-1.5988956746441463 120861059.67687143 54842373789.30085
-2.077644346261482 167886308.78498042 28306930928.19573
-1.736335184560485 228832107.42710412 34253712379.172672
-1.9693880928609913 152460626.20487514 74966036825.93826
-1.8316086329205572 229357028.88372585 93652049268.37775
-1.609279200361647 192280291.10596615 31022250894.31273
-2.2626544587677397 211902606.55588943 13934255038.102818
-2.0707424389000604 168046763.44573057 39296800246.16043
-1.5914213445915553 167799375.86437875 42373859197.45058
-2.1692664119441836 196344059.2101531 94992199688.75945
-2.0176612095828808 256144872.81478703 51173423223.3349
-1.8025071374136505 255037392.15730467 10523091682.56636
-1.48831168276008 199462025.97460556 15225069979.999592
-2.2375552806977703 221606283.1516664 72245398464.54533
-1.6513640673538563 132902817.76333217 85450959709.43967
-1.5939392452675318 81704001.06803161 19341898712.56685
-1.960582037190283 144844206.64341128 11800095560.29483
-2.240301024377337 229893228.29772967 95365533091.61636
-1.931405177938673 141370875.08734626 37360070434.49518
-1.8663534640934345 129249955.65417647 31302659480.85658
-1.7224279031075067 101709244.27089883 20505735709.148903
-1.8113605918677789 238764641.1301676 38712463743.25212
-2.188290716510643 201770881.23958442 87872983150.33185
-1.6781950267333308 129293468.87691571 94336062854.38919
-2.0652899328508028 169295975.76634338 74161847642.88998
-1.8849286429890462 127458695.4613815 19630008370.002594
-1.787900755729362 127805184.68607265 85818715656.45033
-1.635094430916075 104507941.5597985 36275384770.71192
-1.7499943346025488 123479295.61294053 94655750307.49213
-2.0905171857511786 175756644.76440167 66527086437.11769
-1.6095982769656136 161808191.37751448 53342046064.02246
-1.4690962910065388 104568417.69231412 26313461777.253147
-2.2405599117703456 224365311.57747793 55922966885.59411
-1.974874657150835 152058977.42456347 50420100253.31893
-1.6689755344158401 114055745.21938054 50078981541.97207
-2.1477818829682302 252051404.41107315 92334995985.38882
-1.649725807951522 169399992.14572734 65228843083.09905
-1.8510132465110138 237116105.93650988 72053120108.86787
-1.9675510043660345 149220202.4707099 37692011924.424484
-2.1055133869034655 180114888.55314937 91957916680.24956
-1.5982318906990767 118038333.84733534 52329223786.71158
-1.6926815081700488 109937846.35777631 41953913679.51149
-1.584955297743118 163481576.38430655 43770661207.434456
-1.7633499909221593 124202720.17017886 79912918376.81819
-2.173638110341012 198158929.3034237 90015120209.96306
-1.702285823471228 245779783.31268108 16321858111.333149
-2.170247788542202 197084537.32469732 85951778722.11163
-1.628445987517145 84214049.6015705 11934890860.353645
-2.166381715411692 185034844.88316464 16661560737.93068
-1.7681182293941913 109949112.2422693 23425067492.66138
-2.1834341425758876 251132400.62713987 60128133053.15292
-1.6788804286670513 109089018.40303873 41382254114.90235
-2.2282050118991172 252929125.13882828 21971650998.014458
-1.603803767589318 146839071.01380157 57444177163.057724
-2.2223611070778464 245425203.9223021 79122732346.18437
-1.9010556423037914 266769158.02807125 16466902466.215765
-1.7405416664373645 214654190.14453137 70924040618.72037
-1.9252788714734783 245832040.45900673 92558095819.1413
-1.6531112601924232 185878245.26427355 48631290055.96355
-1.659742080674787 119877684.49844469 58509382869.80868
-2.2292307470859853 212875436.08287966 67107062996.257645
-1.5902298408252276 148681407.25775167 52112509042.01989
-2.0598646330472943 251183707.56826034 9481181210.877296
-1.956139435796835 149826959.0901808 59790786408.19255
-1.872696809732259 254974416.69760546 24100803961.69434
-2.0827425171647413 175249338.71568617 99599758000.9444
-2.0019871782612326 252057052.7428744 74193981942.09254
-1.766175216491857 125126076.93029456 82122920443.28636
-1.6950316783756145 182495245.95629218 98456501476.84372
-1.650148626121092 139783947.21917063 85639040278.76083
-2.0971256913288143 257592810.81182954 43824491980.73431
-1.3306159409615708 153971242.732497 11623228481.212446
-1.5272394122035584 131940409.42037357 33190700918.398727
-1.6805307161305176 214177756.2088818 31473660965.72864
-1.9212572518005813 175899894.24647096 7713869946.299069
-1.8628212075732593 236824116.4684659 95077919696.051
-2.2260464961574247 252542466.5028494 22582334486.987743
-1.7756465264180616 219298834.5516668 75366796738.53574
-2.240586454153857 235684072.1889226 87996761024.88226
-1.497602094254367 160805354.21694946 22997722592.61723
-1.634310388985082 160626598.27439088 65565478069.92808
-1.8022880541928386 230459598.02445322 50908955693.33999
-1.6292735210407994 139232390.11695933 71207153324.58575
-2.100718046908059 257071514.06558064 44722890853.126366
-1.6247093124770418 156547216.7571427 61304918810.74121
-1.6842007299091781 198466267.45474553 47726563278.34688
-1.6500614385324783 128899165.0132606 72027980187.15364
-1.6632568673448191 123092737.64137462 64283220573.420815
-1.740780462315673 210280507.64617178 87726942269.90662
-2.2348725578285586 226032251.21496603 77774996954.60847
-2.0740011429440677 258080175.6063236 45528520125.87975
-1.5779592483696432 127764317.85054585 52845712008.55317
-1.4359173580684255 167571767.73785532 7259784008.018108
-1.9543075103769665 189245199.77189797 7666528869.940371
-1.7051766236767623 102206556.46885921 22663761825.236237
-1.9702512510998809 205791665.38440737 7644471599.224374
-2.228101502395025 216899462.22214413 99270690435.91542
-1.6695596964101846 191086705.4924296 49782265769.05192
-1.6264054300073385 140831286.85876027 68401753954.92292
-2.028224552872711 162597055.75951695 96365431422.73381
-2.2277809809545444 214902244.6309587 88760784002.9179
-1.7480683026419235 118398283.9295231 54627508917.31357
-1.6720212840559041 103895620.19710866 29609966066.455093
-1.6076400653980674 151980564.57215723 55323386749.41018
-1.7520665314239356 100804490.95316601 13805571728.706514
-1.6661268937982887 143277369.87442648 99360666422.41647
-1.7674228261091713 124797800.21634126 73690097356.15892
-1.5835381460167628 136806516.77370572 55825154426.9568
-2.2580931782870013 224521792.4472624 20246709343.103893
-1.6616844868055365 152680863.892278 91751807644.69054
-1.6004424811484577 157055186.14588967 50659748507.90742
-2.233561508580154 254897753.5628368 16956100130.27659
-1.4782250093812932 71547699.49213827 17822645125.88937
-1.9784596145565447 153295706.54499498 49187473294.873924
-1.7247893153174454 116011514.63747929 52945145603.12485
-1.8878960890707952 259870564.15194774 20915307554.96023
-2.1477916325274222 191235909.29550457 87227079783.05843
-2.218379727830076 244854641.592949 90303823083.7994
-2.2384082241737087 237814346.03590453 98247776133.97914
-1.4914882030663872 201490691.77073294 14869508284.94137
-1.608766714126515 122347399.10502602 53704225943.61345
-2.174420823678983 257048994.82591963 25815135287.876934
-1.6403197374043428 137335664.1224215 76527840740.75261
-1.6786874149267235 124834772.19527592 71557771634.63173
-1.6831101678373352 208186184.1655134 36210837246.66896
-1.3732465342553142 148657168.41556096 7381226802.276771
-2.0421369583444973 254985132.51344994 70484473066.87787
-1.659792100289927 141228001.72176918 90471201844.25764
-2.067903626609156 254525385.66541687 87199736254.23305
-2.074495271858555 259454885.9702562 36312460301.55466
-1.6623101798252518 130468082.36098734 79350073939.30334
-1.677188777581323 116149179.4698949 50734980250.362564
-1.8466290098723883 133939541.89173701 81657262035.03232
-2.0604657987932145 168993926.80621117 65943033260.614944
-1.6020911861713725 150180426.23165998 53366613647.0408
-2.043052868281645 164055109.6299222 54952292850.815865
-1.5125261789951896 116693925.59067646 30317514810.665512
-2.248535851337211 235766215.90170088 37015609783.99696
-2.2298685340350994 223668182.01731846 83473905137.44849
-1.3702378200347303 126004725.01384717 7179328209.325865
-2.229575818597099 224276394.22204834 89472991523.26082
-1.8396560169226168 230366866.8849038 87530188643.20982
-1.8846214562635035 259791659.3984614 10604229789.628426
-2.1575370245498506 185593834.8397991 19614243114.788414
-1.3396785617762441 151134527.10902584 13465462642.343397
-2.27971476411518 242717009.72039858 14612128352.423689
-1.6000700854187158 132567746.16472054 58415441740.90515
-1.8445221084923769 231637733.096698 86741615238.28442
-1.515875876125937 80088713.88097577 20734180417.16516
-1.8860871327487971 133663599.10328498 10942285923.74784
-2.1207800830855392 252750704.74616235 68400293296.28488
-1.3767434416433149 173383761.99895167 11149891744.909557
-1.5160503162124521 190956235.2184892 18041484344.13137
-1.6302550101717488 127245542.61976783 60545962216.02073
-1.6327232027720664 136926555.75930238 71059727572.44272
-1.6165101522720202 105566724.41307603 37778171089.74002
-2.2312712349995336 221925475.6215853 55232161632.6382
-2.00090323491853 262218505.74632844 23545804060.77043
-2.2742940670565566 236810871.58988857 17215837493.718403
-1.483147008413932 172506090.4929562 18922290647.855858
-2.2422544587727904 236204065.31269538 46666330670.76292
-2.1681130590037188 199141110.051325 88439545693.37436
-1.4654983390972465 71933660.46900845 18193128755.84095
-2.11951208564568 268365972.80280477 13095788026.368143
-1.6704093415559287 143612234.48674098 99409117666.80598
-1.6403249690807713 165485998.92383677 60141838211.68818
-1.6569192830838044 191456741.8005028 42021890558.92852
-2.059769632908478 255222563.60567197 68410621925.88421
-2.226345439271447 222630527.02162156 90565333995.55673
-2.0563272857497017 254416759.5067259 85821922071.45866
